CC_PROPERTY_ID,PUBLIC_LISTING_COMMENTS
462446436,huge legal semi detached two family in prime bensonhurst location!!!building size:20*63 lot:24*100 with shard driveway 2 car detached garage .owner lives in 5 rooms apartment . tenant has 3 bedroom apartment. house will be vacant at closing . walking distance to all shopping and transportation. won't last ! call today .
762465111,"you will not want to miss this renovated two bedroom apartment located in the heart of ossining. updated kitchen with stainless steel appliances,including dishwasher and microwave. in-unit washer/dryer for added convenience. extra high 15 foot ceilings with large windows bring in lots of natural light. great location right on main street - step outside to restaurants,shops and a short walk to the metro north train station. only one floor up. parking permit available through town. excellent credit/background check required. additional information: leaseterm: over 12 months,12 months,"
185903132,spacious and charming colonial home on a wooded lot. open floor plan with large bright rooms. beautiful hardwood floors and a large back deck. amazing potential.
497712417,
658418697,"fabulous year round 2150 sq ft custom built home on caroga lake,quiet,serene,peaceful and plentiful. 45 min to saratoga,cooperstown and the turning stone. large yard,fireplace,jacuzzi,deck,views of the lake from all three bedrooms many fine and casual dining restaurants,boating,water skiing,swimming,kayaking,fishing- trout,splake,bass and perch- stocked each year by dec. skiing: 10 min to royal mtn,45 min to gore it's exciting,it's adventurous,it's endless."
188904779,"well below appraised value! quaint and private waterfront community. this contemporary home features: lr,dr,den,eik w/ss appliances,fire place,wood burning stove,tile,wood floors,carpeting,w/d,cac,4 br's,2.5 baths,full attic,6 car private dw,1.5 car garagw,shed,sprinkler system,central alarm,new roof,yard,"
250299695,"escape to this luxury oasis in the heart of hopewell! a magnificent,brick colonial awaits..located on a quiet,1 acre,private lot,adorned with custom landscaping,whole exterior sprinkler system,9 ft ceilings floor1&2,unilock paver front walk,and back patio! surround sound audio system throughout the interior and exterior of the home,whole house steam humidifier,wifi thermostats,crown moulding,recessed lighting,cultured stone fireplace,with gas insert,large,private first floor office,new hardwood in lv/mbr,reverse osmosis drinking water system. dream kitchen with maple cabinets,corian counter with seamless,double sink;96 inch granite island,complete with induction cooktop,ge profile microwave above matching wall oven,miele dishwasher,samsung refrigerator,walk in pantry,laundry room with matching samsung front load washer/dryer. custom security system.full,unfinished basement,walkable attic with pull down stairs for easy access. maintenance free trex decking,patio additional information: parkingfeatures:3 car attached,"
184625960,a beautiful brick home located in williston park.
348454715,"welcome home. located in the much-desired highlands @ reeves development sits a 3 bdrm,2 full bath ranch with an open style floor plan,perfect for entertaining. includes but not limited to wide plank hardwood floors throughout,cathedral ceilings,crown molding,custom wet bar,oversized family room w/ gas fireplace,surround sound w/ 2 sets of french doors open to the rear deck,large eik w/ granite countertops,formal dining room,primary ensuite,2 additional bedrooms and a living area right off the kitchen. relax outside in the private backyard either on the deck or paved patio w/ pond views to enjoy. summer days can be spent by the community inground pool,playing pickle ball,tennis or bocci all included in the monthly hoa. the basement includes the low line plumbing,egress windows and outside entrance ready to be finished for enjoyment purposes or for guest quarters with proper permits. garden with irrigation system. storage is not an issue in this home with ample walk-in closets and pull down stairs in the garage providing lots of storage w/ flooring. driveway was fully replaced 9/23 and whole house generator is included. located in the heart of all the n. fork has to offer such as: vineyards,golf,restaurants,beaches,breweries and shopping.."
349696109,"3 brs 2 full baths, walk out basement 2 car garage. all hardwood & tile. unmatchable value options available."
658935051,"2 br/1 ba ranch located in the limstone plaza business district of fayetteville. f-m school district. central heating, air, and wood stove. large deck. exterior recently painted. new roof. hardwood floors. full, walk-in, partially-finished basement. detached garage. mixed use. located between two commercial business establishments. perfect for small business or office space.close to busand municipal parking."
462484185,"presenting here is a beautiful fully-detached two family house,currently use as one family,located in the prime area of bensonhurst. first floor features a sunroom,a living room with a beautiful fireplace,a dining room,a newly updated bathroom,a customize kitchen with gorgeous cabinetry and quartz countertop,dish washer and stainless steel appliances. beautiful tile floor throughout. second floor features 2 spacious bedrooms,which can easily be converted to 3 bedrooms,and a full bath. the attic consists of an additional space. fully finished basement with a family room,an additional bathroom for added convenience,and separate exit/entrance from the back of the house. a big porch for relaxation and family gathering. a newly built shed in the back yard for additional storage. meticulously well maintained and in excellent condition. a total of 4 levels situated on a 25' &#215; 85' lot. private driveway for up to 2 parking spaces. conveniently located near everything that 86th street has to offer. great elementary school is nearby. a few minutes away from the d train. a must-see! don’t miss out."
663038715,
658465422,"calling all investors! fully rented four unit with some interior renovations. $1,850/month rents($22,200/year) for unheard of roi of 37%. separate gas/heat and electric, full basement. attic is partially finished but needs a lot work to make rentable (meters already in place). lots of vinyl replacement windows. low taxes. old garage used as a storage shed now."
645274452,"deal fell apart looking for a new buyer centrally located co-op is a brick 2 story unit and features ground floor entrance 2 beds 1 bath hard wood flooring and large living spaces. hoa fees of 1104 per month buyer to pay transfer fees and must meet credit and down payment requirements set by the hoa. additional information: heatingfuel:oil above ground,"
183420671,"priced to sell...below assessment!! close to park and located on private corner lot in penfield with webster schools. tear off roof in 2009. this home features 3 bedrooms with hardwood floors, huge enclosed porch and deck off kitchen for ez acess to yard. big family room with wood burning fireplace and slider to enclosed porch. finished ll w/ summer kitchen. 2 car attached garage. walk to greenwood park . close to all the amenities of both penfield & webster. move-in ready. kitchen has island and plenty of cabinet space. don't wait- call for private showing today."
464351292,no offer considered accepted until formal contract of sale is fully signed and delivered. commission not deemed earned by selling broker until and unless said property closes. information deemed accurate but not guaranteed. prospective buyers should verify all information. all covid forms and preapprovals emailed prior to showing. please email forms & all offers to: vgonzalez@galaxyrealtygroup.com
461710809,"19093h-very large 2 family semi w/ studio apt on the side, large rooms throughout, hardwood flrs, lots of closet space, separate utilities, dead end block, home built 2004. near all major shopping & transporation, min to brgd. level 1: lr/dr combo 1/2 bath, closet, eik w/ sliders to yard, access to bsmt level 2: mbrm, brm, brm, full bath basement: laundry room, legal studio apt with side entrance."
188502350,"welcome to this 1910 colonial where timeless charm meets everyday comfort,ideally situated in a sought after huntington location. just moments from vibrant huntington village and beautiful beaches,this home sits on a level half- acre,with original details,sun-drenched rooms and a truly welcoming vibe. the first floor has a half bath and a spacious living room with woodburning fireplace,perfect for relaxing. there is a formal dining room for special dinners,a den and a bright sunroom you can enjoy all year. the kitchen has been thoughtfully updated in 2019 with stainless- steel appliances and black quartz countertops. upstairs you'll find a full bath and 3 comfortable bedrooms filled with natural light. two of them even have there own private balconies,ideal for morning coffee or to just unwind. the finished 3rd floor walk up attic is a great bonus space **think** home office,studio or just a peaceful nook to escape to. the partial unfinished basement is perfect for storage or whatever you need down the line,wood floors throughout and gas heating complete the home. outside,you'll love the private deck and big flat yard great for entertaining. the exterior has fresh paint and the roof is only 6 years old. this is your chance to own a true gem in huntington!"
100836200,"nice updated cape close to everything,schools,train,shopping etc etc .. nice large eik with updated kitchen and appliances,some new windows,all hardwood floors,nice living room with fireplace,spacious bedrooms,home is alot larger than in looks,2 baths newer roof and windows,backyard is flat and private,great for the kids,owner wants 1 year lease,realtors tenants pays youe fee,call broker for an appt.nice.size basement with laundry room,and 1 car garage,landlord wants a 1 year lease,and a good credit score,call broker for access,available march 1st.pets must be approved by the landlord,call broker for access,,otherrooms:workshop,laundry/util. room,foyer,formal dining room,interiorfeatures:electric dryer connection,electric stove connection,washer connection,abovegrade:1657,rentalterm:1 year lease,roof:asphalt shingles,exteriorfeatures:landscaped,basement:garage access,equipment:smoke detectors,foundation:block,ownerpays:taxes,fire insurance,flooring:wood,tile"
185577869,"simply the loveliest home in a most spectacular location - if privacy,seclusion,tranquility on an acre of wooded peace is your desire - here it is! gorgeous interior and thoughtful design. enclosedporch is a joy. eat off the floor clean and neat. a very special offering."
406259163,"plenty of room both inside & out in this spacious colonial on 1 acre! built in 2003(addition added approx 2013) w/ 4 bedrooms, 3 full baths/1 half bath. large mudroom opens to family room w/ built-ins. cozy up in the living room with new electric fireplace that opens to dining area & kitchen. one full bath & one half bath on first floor. easy to use 1st flr laundry room. dual access outside to entertain on your 2 tiered deck w/ above ground pool. primary bedroom suite is all you could ever want! jetted tub, tiled shower, walk-in closet! it even includes your own balcony to relax & drink your morning coffee. 3 additional bedrooms & full bath on 2nd flr. basement is partially finished for game room, etc. minutes from the village of kinderhook, the nys empire trail, albany & the berkshires."
761949912,"luxury living in the heart of beacon! apartment 6 is a freshly renovated,charming 1-bedroom,1-bathroom home. modern finishes,hardwood floors,and a pristine,beautifully tiled bathroom are just a few of the highlights. upon entering through the foyer,you will find a spacious living area featuring 4 large windows that drench the space in sunlight. the open kitchen boasts brand new stainless steel appliances,including a dishwasher. there is ample closet space throughout the apartment to accommodate all of your storage needs. this unit also has an in-unit washer and dryer to make doing laundry a breeze. located directly on beacon's main street,there is never a shortage of dining,shopping,and other activities and attractions right outside your door. this location is the best of both worlds: the tranquility and beauty of living in the country combined with the close proximity to the dining options,transit (1.5 hours to nyc),and so much more that you will find living in the town!"
184178708,"this upper apartment of legal 2 family has newly been renovated with wood floors; move-in ready . good size and sunlight -filled bedrooms,separate electric and gas meters. landlords require proof of income and credit report,no pets. easy street parking. hewlett-woodmere school district. close to school,shopping and all amenities."
497483952,"just reduced. family owned for over 170 years. first time ever listed. built circa 1848. vintage colonial w/ 4 br,3 bathroom,basement,open front porch & detached 2- car garage. over-sized and manicured 94x150 property with huge backyard & plenty of room to entertain. prime location just off village with 2nd floor bay views. don't miss this opportunity!"
184845365,"meticulously very well maintained ranch! mr. & mrs. clean live here! oil heat w/ separate hot water heater,ss appliances,silestone counter tops,cac,white vinyl fence in backyard,2 sheds,don't miss this one! won't last! close to all!,additional information: appearance:mint"
189300008,"commuter's dream - minutes to mh and nb bridges, shopping and metro-north. classic split level, 3 br's and 1 1/2 baths. hardwood floors(existing) throughout main living levels. eat in kitchen with pantry. living room with wood burning fireplace and wall to wall carpeting. each bedroom with hw floors, formal dining room, large family room, 1/2 bath with access to rear deck and one car garage.unfinished basement with laundry and utility room. flagstone entry foyer and porch.shared paved driveway to home."
184386770,"fabulous location on hewlett peninsula. real open bay views 180 degree southern exposure from sunrise to sunset.custom built 1993 one of a kind large home oversized property. great school district! enjoy your own resort living with water sports backyard play ground,jet skiing,skiing,fishing,tubing,and 10 minutes to inlet. full fin bsmt w/ ose,more,must see!!!,additional information: appearance:diamond,separate hotwater heater:yes"
103112798,see la for required addenda.
667385724,easy to show. by appointment only. use showing time icon to schedule. commission is 50% of base rent.
826979031,"**bring your buyers!** welcome to this solid mint condition one family house located in central woodhaven,queens. this house consisted of 2 floors with finished basement and pull down attic. the house is perfect combination of space with 3 large bedrooms,2 full and 1 half bathrooms,large living and dining room for entertainment. shared driveway for parking with private back yard space for outdoor enjoyment. it's rare to find a house this size in this convenience location. this home truly has it all,with a functional layout and a prime location. move in condition!!! don't miss your chance to make this incredible property your own! *all information provided is deemed reliable but not guaranteed. buyer must perform own due diligence*"
498602250,"right in the heart of tarrytown. walk to metro north. office space right on broadway - very prominent location. could have many uses. currently used for medical office. would be great for attorney,architect,accountant etc... 4 spacious rooms w/pantry & full bath to transform to meet your needs. come take a look at this great space. could possibly have other uses but has to be cleared by coop board. additional information: plumbing:other/see remarks,"
739205418,"sponsor direct,renovated 1 bdrm,1 ba w/ lrg 70 sf terrace in newly converted hastings terrace condo. new white shaker kitchen cabs w/ crown & granite counters,stainless appliances includes dw,new bath complete,lrg picture windows in bdrm & lr,4 closets,dining area,garages avail for purchase,parking onsite,new gym,bbq area,playground,two 6 sty double elevator bldgs on 4 acres w/ lush landscaping,walk to village center,train,easy access to pkwys. additional information: amenities:storage,"
185963075,"room to roam! this 3 bedroom split-level home is nestled on 4 acres of wide-open space. the property invites you to be outside - playing, gardening, or just relaxing on the large deck. how about horses? the detached 2-car garage has a stall all ready for you. the house itself has a nice open floor plan. the propane (insert) fireplace has a beautiful mantel that gives you that cozy feel. the open concept continues to the dining room and kitchen - sliding glass doors in the dining room and living room both lead out to the deck, overlooking your expansive backyard. the bedroom area has 3 good-sized bedrooms and a full bathroom. ceiling fans and big windows give these rooms an airy feel - large closets give you great storage space. the lower level is unfinished right now, but gives you plenty of space to grow. there is a bathroom all plumbed in, and ready to be finished in the lower level (all the hard work was done for you!). a new furnace and newer hot water heater give you peace of mind for years. the lower level is also a walk out to the backyard... just great flex space! the easy commute to i-81 is just an added convenience. make an appointment to see this today..."
464378616,"newly constructed,luxury 1 bedroom set in the heart of huntington village. located above spa adriana,this over-sized apartment boasts hardwood,bamboo flooring,custom wood cabinetry with stainless steel appliances,steam shower and skylights. high ceilings,with high hats throughout,expansive windows flood the apartment with natural light. make this oasis yours!"
305897459,"spacious 3 bedroom, 2 full bath ranch style home in rock oak estates. 28' x 18' living room/dining room makes for a perfect entertaining space. a large, eat-in kitchen loaded with oak cabinets for extra storage and a center island for bonus counter space for meal prep. large walk-in closet in the master bedroom. adjoining bath offers a soaking tub & stand alone shower. solid wood, 6 panel doors. cathedral ceilings add to open feel of the living space. freshly painted. central ac. long driveway for off-street parking. outdoor shed for additional storage. desirable clarence schools! lot rent of $535 monthly includes taxes and cable. star rebate provided by park."
739187334,"new to the market,in jefferson village a 55+ active adult community. light and bright! beautiful location! needs tlc,bring your imagination,and make this lovely condo your own. contractors and investors welcome! 2 bedrooms,2 full baths,king size primary bedroom has full bath with tub and window. 2nd good size bedroom. additional hall bath. washer and dryer in the unit. lr/ sgd to deck. dining room,kitchen. deck overlooks a serene pond where you can see blue heron's and ducks. detached garage. many amenities in jv,social events,bus trips. play tennis,pickle ball,bocce,shuffle board,card games,darts. many great social clubs to join. bingo nights too! chair yoga. walk to clubhouse and pool from this private unit. dances. priced to sell! renting not allowed,quota has been reached."
182897747,"one of the largest 3 bedroom condos on the maket. it feels much larger than 1250 sq ft! if you are looking for large, comfortable apartment with high ceilings, many custom closets, skylights, balconies, storage and parking... this is it! come and see for yourself! all rooms are big! laundry closet with washer and dryer easily fit side by side, not stocked on top of each other. perfect layout with hallway and all rooms are separate. storage and parking are included in price! great apartment in great location! transportation (n train and f train), shopping and entertainement just short walking distance away!"
183178610,"well maintained 4 bedroom 2 full bath home with beautiful treelined yard with huge backyard deck and pool! almost all new windows, many new doors! combination living rm/dining rm space. hot water baseboard heating. laundry room with plenty of space for folding and/or storage. spacious basement bedroom with walk-in closet with southern facing windows and view of surrounding pine trees is so peaceful! closet storage as well as an office/bonus room! main floor has 3 bedrooms and a full bath. eat-in kitchen with newer appliances (dual oven) including a brand new dishwasher! kitchen window overlooks backyard and deck. one car attached garage only about a mile from the center of hamilton! back shed for extra storage. wide paved driveway with additional gravel parking area. more photos to come."
102456473,"beautiful traditional village home on desirable linden avenue. deep private yard and mature landscaping. cherry floors throughout first floor,fireplaced living room,hardwoods,large bedrooms,completely updated. bright floor plan with open kitchen with new stainless appliances,pantry,formal dining room,first floor laundry. french doors open to private side screened porch,quiet street,large stamped concrete raised patio,hard-to-find two car garage. third floor is a suite with its own gas fireplace and full bath. a rare and beautiful home. no showings until 9/28/13 taxes with basic star."
249129377,"charming home in desirable greentree village of monticello with lake access. 2bd/3ba with 2 bedrooms and 2 baths on first floor. upstairs includes full bath,cedar sauna and an open loft space that can accommodate another sleeping space with a large walk-in closet. mudroom,washer/dryer,utility room and plenty of storage throughout. sliding doors open to a large deck. greentree is a great community with a clubhouse,heated pool,gym,tennis/basketball courts,lake access for kayaking and snow fishing and much more. hoa includes use of community amenities,roof and siding maintenance,common area maintenance,snow and trash removal. near highway and some of the best dining and shopping. casino,bethel woods,hurleyville arts center and many towns nearby with great restaurants,galleries,yoga studios and more. no airbnb rental permitted."
497291544,"gorgeous 3 br/3 ba condo situated on manicured lot on wellesley island w/views of the main channel. this property features custom cabinets,corian countertops,hardwood floor,cathedral ceiling and loft area,fireplace and master bath w/marble countertops,jacuzzi & custom shower. also features finished basement and protected deep water dockage. condo is walking distance to restaurants & golf course. this is truly a high demand location. call now to preview."
187193318,"17801h-open house may 5th & 6th 12-3pm. newly active on market! motivated seller. move right into this beautiful one family detached ranch. home offering master bedroom with private bath, 2nd bedroom, 3rd bedroom, beautiful new kitchen, living/dining room combo, utility room with laundry, private yard."
315160223,"one of a kind lovingly maintained w/ wrap around porch on gorgeous .46 acre. spacious open floor plan, updated kit, hw flrs, cac, skylights, encl porch & totally separate guest/in-law quarters includes 2br, ba & den. magnificent backyard heated & alarmed vinyl igp w/beautiful waterfall, solar panels (leased), security system, igs & new driveway"
572388957,set on 40 gorgeous acres this completely renovated farmhouse huge wrap around porch overlooks two ponds &beautiful distant views. oak kitchen opens to a bright dining and living room. office/family room on first floor as well as an expansive master suite with lots of closets and a two person whirlpool. upstairs has two bedroom suites.-! a small cabin near woods. four very large outbuildings on the property and three of them are currently rented- monthly rental income is $3035!!! wow!
182778248,"lovely 1 fam, brick, in fabulous mic, house hasnew wndows, alarm system, 3 yr old roof, lg bathw/stall shower, modern eik, quiet tree linedstreet, excellent value"
186003983,"come check out this adorable split level on a county dead end road! this home offers 3 spacious bedrooms, 2 living areas and beautiful hardwood floors. one car garage and large yard for all your outdoor activities. call today to schedule your private showing!"
103063373,"beautiful brick ranch on double lot on dead end street in cohoes area. hardwood floors thruout, master suite, privacy galore, open floor plan with kitchen flowing into dining area & family room. newer windows, hot water tank & roof. beautifully landscaped."
185166377,exceptional 2 family in ft stanwix school district. apartments have been renovated. 1st flr dining room sun room. good rental property.
461962728,"***accepted offer***well maintained and cozy 2 family home for sale located in the williamsbridge section of the bronx. home features a studio apartment on the first floor with a full bath and kitchen along with a 2 bedroom duplex that has a living room,kitchen and full bath. this lovely home also features a 2 car driveway for parking convenience! close to most major highways,schools,shops and transportation."
541802754,"large 3 bedroom offers you all the comforts you will need...featuring hardwood floors, large living room, dining room, modern kitchen with stainless steel appliances, 2 bathrooms, 3 bedrooms, lots of closets...washer dryer in building, close to transportation shopping...move in condition..."
187728344,"seller offering a $500 bonus to the selling agent with a signed contract by 12/31. aggressively priced 4 br, 2.1 bath col/award winning dorothy nolan elem/saratoga sd. new corian counters, ss apps (gas stove), back splash, hw flrs. sliders to 2 yr old composite deck, a/g pool (7 yrs), nestled among privacy of a cul-de-sac. new bath vanities/new floor in full bath. mbr w wi closet, double sink vanity. pf bsmt. roof 3 yrs, h2o heat 2 yrs, c/a comp 5 yrs. secure kennel area for dog. taxes w/o star."
186057626,"opportunity knocks to purchase this ranch style home with lake rights. level property. sold as is. perfect for handyman,updating and vision could make this some ones dream home. additional information: heatingfuel:oil above ground,"
510313692,"move right into this 2,250 square foot colonial. this newly renovated home is an absolute steal with endless amenities. big beautiful home positioned on over 1.22 acres all fenced in. new roof, new floors on first level. great room with a fireplace opens up to a chef's kitchen with new quartz counter top and stainless appliances. new pool was put in 2018. many more updates, come and see!"
183273266,"one owner,high efficent furnace,whole house generator,new carpet,complete interior repainted,partially fenced yard,nice front porch,two car garage,shed,just move,nothing to do. one owner."
185373350,"charming open-concept cottage in the heart of camillus village - walk to shops & restaurants. this unique property is situated behind another home, originally owned by the same family in the 1930s. through the front door is a large living/family room off which is a secondary bedroom with laundry conveniently hidden in the closet. living space is open to the dining room complete with french doors leading to a deck and access to the private fenced-in backyard. a full bath and generously-sized eat-in kitchen round out the first floor. upstairs find a large and private primary bedroom. seller has completed numerous updates, including the addition of french doors, expanded the family room, added new flooring, and fenced in yard."
464207970,"this gorgeous two family detached house is located in the heart of beechhurst sitting on top of 5000 sqft. lot. prime location! close to transportation,schools,highways,and stores. cross street is the shopping center. q15 & q15a bus station is in front of the house. this home has been fully renovated,and currently keep it in an excellent condition. low tax,8,727/ year. building size 24x42."
189238025,"in one of south hills most popular neighborhoods is this well maintained gem of a home. terrific open floor plan, cathedral ceiling, skylights and ready for your move. hardwoods floors, eat in kitchen and beautiful fireplace. the main level has a master ensuite with a walk in closet. the laundry room is also on the main level for easy living. there is a private deck for entertaining and a full walk out basement for expansion. great back yard for outdoor fun. minutes to walking trails, ic, downtown and buttermilk falls state park."
187184459,"excellent value 3 brs semi. all nice size rooms,new roof & young heating & central air system. wood burning stove in basement. show & sell level 1: b: rec rm,sld to yard,1/2 bath,util rm,wash/dry l1: eik,lr/dr combo l2: br,fb,br,mbr l3: pull dwn stairs - storage"
185315987,
188174561,"beautiful low maintenance home with mt. sinai schools and super low taxes only $6,334 with basic star. open floor plan and mt. sina schools. newer roof,windows,siding,heating system and water heater huge kitchen with stainless steel appliances recessed lighting. large master bedroom with walk in closet & full bath. partial basement fully finished with egress window.,additional information: appearance:mint,separate hotwater heater:yes"
183473375,"**get ready for this one!!!***rarely available end unit!!!**one of the best in goergetown commons** the largest 3 bdrm 2.5 bath offerings in the complex!!impeccably maintained and cared for**all new hardwood floors and custom built-ins galore!!finished basement with a 2nd woodburning fireplace & fully equipped bar**fabulous private brick patio area **1st floor laundry!! georgetown townhomes offer the best in ammenties including tennis, swim and basketball! a fabulous clubhouse to entertain in!**perfectly manicured grounds**great location, but h-u-r-r-y......this one will sell f-a-s-t!!!!"
667353690,"eat in kitchen,new bath,living room,bedroom. close to q-11 bus and shopping. across the street from centerville park."
103281407,"location, location, location!!! gorgeous 3 bedroom, 1 bath cape cod in an exclusive cul de sac with a shared 10ft right of way to owasco lake. this home checks all options. if you’re looking to downsize and have a first floor bedroom and bathroom, then this is home is for you. if you’re looking for a starter home or upgrade, then this home is for you. if you’re looking for an investment property that can draw an attractive income on airbnb, then this home is for you. the owner has made so many cute updates to this home and was planning to retire here, but has now decided to let the next lucky owner have an opportunity that doesn’t come along too often. delayed showings until june 10th, 2021."
513023205,"great investment opportunity! tear-off roof 2004,newer mechanicals,updated baths. kitchen appliances remain. two 2br/1ba units with large rooms. hardwood floors in excellent condition. spacious living & dining rooms. some replacement windows. call today!"
497418465,"rarely available! your own nantucket property with 115' flat walk out sandy beach on 1.91 acres (4 parcels) only minutes to downtown! huge possibilities to develop your dreams to be enjoyed as a cottage or a year round residence! tons of charm and character with incredible lake views of off shore sail boat racing!sidewalks to river,marinas,yacht clubs,and restaurants! fabulous house for entertaining,possible in-law or teen suite! 4 car garage with additional apron parking. location,location,location use jet skis,hobie cats,kayaks,canoes,your own vacation home!!!! swim fish boat enjoy"
739272333,exceptional country setting on 5.5 acres for this charming 3 bedroom ranch; living room has cathedral ceilings; spacious eat-in-kitchen includes appliances; full basement with walkout; washer and dryer included; 1.5 car attached garage; 2006 new roof shingles; shed ideal for your lawn equipment.
186485489,one of kind in jamaica estate- 3 bedroom colonial with 1 and 2 half baths- finished basement- gas fuel- grand master bedroom with sitting room- updated bathroom - updated kitchen custom cabinets with stainless steel appliances and granite countertops- wood burning fireplace - hardwood floor through out- new fence and updated driveway with paved brickwork.
187311005,this 4 bedroom 4 bath beauty has literally to much to mention. the house built by it's present owners spared no expense in building and maintaining this lovely home.
102559343,"new roof 7/2017! opportunity awaits in this step saving ranch located on a quiet street in depew schools. over 1300 square feet of living space! home features three bedrooms, an eat-in kitchen, plus a formal dining room and spacious living room. some updates include a newer furnace and central air and a newer hot water tank. hardwood floors, attached garage, newer concrete driveway and backyard patio with fenced yard for summer enjoyment."
822358188,"owner offers generous purchase package call listing agent. don't miss the boat on this wonderful colonial with 240' of frontage on the great sacandaga lake. this 2,600 square foot home features 4 bedrooms, 1.1 bathrooms, formal dining room, family room with fireplace, wood floors, patio and wonderful lake views. discover serenity! call today!!"
187722560,"pvrm: offers will be entertained between the range of $169,900-$194,876.great waterford family neighborhood! 3/4 acre lot backs up to huge common area. warm family room with woodstove, alarm system, eat-in kitchen and more!"
522693480,"unique floor plan offers 3 or 4 bedrooms, 2 updated baths, 1,992 sq/ft, key updates throughout, beautiful hardwood flooring, nice private yard, massive 21 x 15 rear deck, carriage barn with electric, sherburne village electric, all for starters! this 2 story village home also offers an updated kitchen with stainless appliances, updated bathrooms, new roof, new energy efficient replacement windows, updated flooring, new updated electric and new lighting. you’ll also enjoy the formal dining room, first floor open floor plan, utility room, the second floor also offers a study or library, another very large 11 x 19 covered rear porch for enjoying your morning coffee! the rear carriage barn offers a new garage door, lots of storage and an amazing second floor perfect for crafting, hobbies or just getting away. this comfortable home in the village has a large private backyard, perfect for relaxing, gardening, entertaining and more!"
809222472,"be the first to view this unique, custom built home. featuring open floor plan with vaulted ceiling in living room with gas fireplace opening to kitchen & dining area, plus formal dining room. also offers first level laundry, walk-in pantry & family room with great view of the valley & city. master bedroom suite also on first level with large tub & shower. second level features 3 spacious bedrooms & full bath. walk out from family room to enjoy patio & gorgeous views. all this located on 8+ acres."
363140142,"incomparable luxury home located in one of grand island's most desired communities. approaching the property you'll notice the 4 car heated garage, elegant landscaping & soffit lighting complimenting the ohio cobblefield stone facade. brazilian cherry hrdwds & 6 crown molding are noticeable features along with the 10' ceilings on the 1st floor. master bed on 1st floor can make for many uses. gas fireplace in living room is focal point wrapped around built in shelving which is also in office & media room. eat in kitchen boasts granite counters, ss appliances and ceramic backsplash. with two staircases access to 2nd floor is simple. identical finishings as 1st floor, 2nd floor offers 9' ceilings, 3 full baths and 4 bedrooms with bonus room. media room in basement perfect for entertaining!"
248895575,lovely 3 bedroom home with extra lot (50x100). situated on a short avenue with very little traffic. the home interior is designed to accommodate the inside as well as flowing into outside living over looking the gardens with complete privacy. many updates make the living space modern living. extra care has been given to all conditions of this very nice home. small green house for all veggies and flowers. close to all lakewood activities and southwestern schools. a must see home!
446049015,"huge extended 4 bedroom cape on 1/2 acre property! 2 car garage,oversized updated kitchen with vaulted ceilings,updated roof and heating system,part finished basement,3 full baths in main house!,additional information: appearance:excellent+,separate hotwater heater:yes"
102847286,"cancelled open!!! price cut!!! move in asap!! great location! great curb appeal. shows a+! vinyl sided exterior, hardwood floors throughout. dining room w/double windows overlooking back yard. updated oak kitchen ('01) w/microwave, pantry, recessed lights and ceiling fan. updated bath & many replacement windows. centra;l air. basement w/high effeciency furnace and circuit breakers, glass block windows. back yard has patio, above ground pool and lots of room!"
850326933,"seeking privacy + spectacular views? look no further. this lot is just waiting for your family! this is it,well is in & septic study is complete. in addition plans are available for a fantastic 4 bedroom home. enjoy the privacy as well as the spectacular views. must see area in an exclusive upscale private location yet only minutes to nys thruway. hudson train station is close by as well as shopping,banking,restaurants & so much more. deed restrictions & architectural guidelines ensure the integrity of the surrounding areas. schedule your private showing now! adjoining lot is for sale also."
765219549,"deer park long island established chinese restaurant business in shopping strip. 1,200 sf interior including kitchen area,55+ seats,200+ outdoor parking space. rent: $5,500/month,3% up/year. common charge: $1,000/month. staff: 8 full+2 part-time (weekend). all interior facility,equipment,furniture and decoration stays with business. excellent location in deer park commercial district strip mall. area is packed with variety of stores and businesses including a brand name outlet center. just minutes from l.i.r.r. station,community college,major highways."
795070242,"welcome to the terrastream house,a rare and radiant geothermal retreat nestled in the heart of new paltz. thoughtfully designed with sustainability and serenity in mind,this 3-bedroom,3.5-bath home spans over 3,200 square feet across four beautifully finished levels. sunlight pours through expansive windows,illuminating wide-open living spaces and generously sized bedrooms — a perfect canvas for everyday living,working,and creating. at its core,terrastream is powered by a clean energy geothermal system,and solar offering whisper-quiet efficiency,year-round comfort,and alignment with a lifestyle that values environmental consciousness and low-impact living. the home backs directly to the millbrook preserve,offering privacy,wooded views,and a rushing stream that winds through the backyard — a rare and grounding feature that brings the rhythm of nature right to your doorstep. the finished walk-out basement includes a full workshop,flex space,and full bathroom,ideal for makers,creatives,or remote professionals looking for a seamless live/work/play flow. the fourth floor offers even more light-filled space,perfect for office space,a playroom,or a guest room. but it's not just the home — it's the place. you're minutes from the shawangunk ridge,mohonk preserve,river-to-ridge trail,and surrounded by local farms and csas. when you're ready to re-enter the world,simply stroll into the vibrant village of new paltz with its eclectic restaurants,indie shops,and a never-ending lineup of events,music,and community. whether you're looking for a year-round sanctuary or a high-vibe hudson valley retreat,terrastream offers a life of purpose,beauty,and harmony — in a town that's as unique as the people it attracts."
184612520,all informatio must be revarified by buyer. ext cape on so convenient location. mineola schools. two bedrooms are located on first floor. short sale- qualified buyer only.
